,Step,Value
0,100,25.04277229309082
1,600,30.05038452148437
2,1600,28.507713317871094
3,2600,24.127605438232425
4,3100,23.304243087768555
5,3600,33.406063079833984
6,4100,35.532318115234375
7,4600,33.0765266418457
8,5100,40.51595306396485
9,5600,28.14373588562012
10,6100,33.48744201660156
11,6600,30.40587043762207
12,7100,27.835283279418945
13,7600,31.580442428588867
14,8100,33.65582275390625
15,8600,25.03761863708496
16,9100,23.84322166442871
17,9600,23.933490753173828
18,10100,33.24215316772461
19,10600,24.41797637939453
20,11100,31.992807388305664
21,11600,32.292415618896484
22,12100,34.2459831237793
23,12600,19.234588623046875
24,13600,25.914779663085938
25,15100,26.82511138916016
26,15600,27.709930419921875
27,16100,28.916730880737305
28,16600,30.88050842285156
29,17100,31.00946617126465
30,18100,29.78012466430664
31,18600,25.675477981567383
32,19100,28.632762908935547
33,19600,28.360002517700195
34,20100,32.88407897949219
35,21100,23.068828582763672
36,21600,32.70655822753906
37,22100,31.35991096496582
38,22600,34.12493896484375
39,23100,32.42182159423828
40,23600,32.14493560791016
41,24600,25.735292434692383
42,25100,30.93916130065918
43,26100,27.152320861816406
44,26600,32.825050354003906
45,27100,28.453052520751957
46,27600,33.16755294799805
47,28100,31.17920684814453
48,28600,26.23964500427246
49,29600,33.599082946777344
50,30100,35.80180740356445
51,30600,31.54472923278809
52,31100,32.17183303833008
53,31600,34.02462387084961
54,32100,32.86809158325195
55,32600,35.771820068359375
56,33100,26.140270233154297
57,33600,31.152851104736328
58,34100,30.31761932373047
59,34600,31.85929107666016
60,35600,33.95478820800781
61,36100,28.01882553100586
62,36600,19.00079917907715
63,37100,33.53453063964844
64,37600,41.17194747924805
65,38100,30.70145034790039
66,38600,18.85396194458008
67,39100,35.22870635986328
68,39600,34.35627746582031
69,40600,34.623104095458984
70,41100,29.304229736328125
71,42100,26.91887092590332
72,42600,30.31538200378418
73,43100,28.250926971435547
74,43600,24.090625762939453
75,44100,34.59025192260742
76,44600,30.784358978271484
77,45600,33.607086181640625
78,46100,27.17499351501465
79,46600,30.65938377380371
80,47100,33.46217727661133
81,47600,31.13800621032715
82,48100,29.75822639465332
83,48600,33.68999099731445
84,49600,26.58757209777832
85,50100,32.03540802001953
86,50600,27.22080612182617
87,51100,35.27944564819336
88,51600,31.10886001586914
89,52100,31.097835540771484
90,52600,26.539918899536133
91,53100,35.744102478027344
92,54100,22.710128784179688
93,54600,34.633182525634766
94,55100,32.36625289916992
95,55600,28.753047943115234
96,56100,30.23648834228516
97,56600,35.343284606933594
98,57100,34.83409881591797
99,57600,31.765213012695312
100,58100,32.48566436767578
101,58600,25.94355010986328
102,59100,36.09462738037109
103,59600,32.729740142822266
104,60100,31.46143913269043
105,60600,30.51820182800293
106,61100,34.32587432861328
107,61600,39.18878936767578
108,62100,33.034141540527344
109,62600,29.91982650756836
110,63100,27.56442070007324
111,63600,31.66090202331543
112,64600,32.14292526245117
113,65100,30.361921310424805
114,66600,31.46835327148437
115,67100,28.807353973388672
116,68100,28.71492576599121
117,68600,26.14644241333008
118,69600,33.83990859985352
119,70600,28.8570499420166
120,71100,31.40310859680176
121,71600,33.170509338378906
122,72100,33.15607070922852
123,72600,31.38873672485352
124,73100,30.68623161315918
125,74100,30.60899353027344
126,74600,25.79379653930664
127,75100,37.43191146850586
128,75600,30.662410736083984
129,76600,24.06085968017578
130,77100,38.24882125854492
131,77600,25.501853942871094
132,78100,36.6418342590332
133,78600,31.25848197937012
134,79100,29.34897804260254
135,79600,33.084041595458984
136,80600,28.89923667907715
137,81100,34.23280334472656
138,82100,28.9879207611084
139,82600,33.97577667236328
140,83600,34.15565490722656
141,84100,30.389711380004883
142,84600,28.1950798034668
143,85600,31.795766830444336
144,86100,32.3054084777832
145,86600,33.068809509277344
146,87600,28.403505325317383
147,88100,31.72484588623047
148,88600,28.9281063079834
149,89100,34.02021408081055
150,90100,36.20047378540039
151,90600,25.87307357788086
152,91100,33.010459899902344
153,91600,19.928028106689453
154,92100,24.412540435791016
155,92600,28.311248779296875
156,93100,29.40027618408203
157,93600,33.136817932128906
158,94100,27.243141174316406
159,95100,36.2496337890625
160,95600,26.786720275878903
161,97100,24.59567070007324
162,99100,31.47037124633789
163,99600,34.226776123046875
164,100600,29.277240753173828
165,101100,31.48601722717285
166,101600,30.810821533203125
167,102600,31.663318634033203
168,103100,28.55066299438477
169,103600,29.83487892150879
170,104100,34.515350341796875
171,104600,32.119171142578125
172,106100,32.53671646118164
173,106600,31.13798141479492
174,107100,30.22281265258789
175,107600,31.853252410888672
176,108100,33.65487289428711
177,108600,30.183914184570312
178,109100,25.73961639404297
179,109600,25.680456161499023
180,110100,27.36162567138672
181,110600,28.380096435546875
182,111100,27.899873733520508
183,111600,26.57073402404785
184,112600,25.328144073486328
185,113100,32.62599563598633
186,113600,31.735750198364254
187,114600,37.49742889404297
188,115100,31.36725425720215
189,115600,32.031951904296875
190,116100,30.455551147460938
191,116600,33.600860595703125
192,117100,31.94994354248047
193,117600,34.22222137451172
194,118600,34.6152229309082
195,119100,34.85942459106445
196,120100,32.07676315307617
197,120600,30.211645126342773
198,121100,31.96537399291992
199,122100,35.25814437866211
200,122600,33.032325744628906
201,123100,31.54550552368164
202,123600,26.61554718017578
203,124100,25.204532623291016
204,124600,26.579893112182617
205,125100,36.23150634765625
206,125600,33.7144889831543
207,126100,35.71022033691406
208,126600,33.72871398925781
209,127100,28.49022102355957
210,127600,28.55879592895508
211,128100,19.57037734985352
212,129100,29.60492706298828
213,129600,33.67300033569336
214,130100,40.42495727539063
215,130600,32.368255615234375
216,131600,33.09122467041016
217,132100,37.17610931396485
218,132600,31.566932678222656
219,133600,29.19847297668457
220,134600,33.37360382080078
221,135600,26.796764373779297
222,136100,33.789894104003906
223,136600,32.01825714111328
224,137100,34.58407974243164
225,137600,33.30204772949219
226,138600,31.14272689819336
227,139100,23.613182067871094
228,139600,33.78778076171875
229,140100,23.476730346679688
230,140600,33.94477844238281
231,141100,22.821025848388672
232,141600,30.490816116333008
233,142100,38.61850738525391
234,144600,31.624156951904297
235,145600,33.14038848876953
236,146100,28.775531768798828
237,147100,23.01961898803711
238,147600,20.626131057739254
239,148100,31.83489418029785
240,148600,31.542699813842773
241,149100,23.8344841003418
242,149600,33.81805419921875
243,150100,29.74763298034668
244,150600,32.99278259277344
245,151100,32.40422058105469
246,151600,25.311065673828125
247,152100,33.03790664672852
248,153600,34.90377426147461
249,154100,24.84385299682617
250,154600,34.286094665527344
251,155100,29.62263298034668
252,155600,33.15436172485352
253,156600,23.603914260864254
254,157100,36.13051223754883
255,157600,29.174217224121094
256,158100,33.705265045166016
257,158600,27.145326614379883
258,159100,35.4884033203125
259,159600,31.73319625854492
260,160100,28.92903709411621
261,160600,28.25297164916992
262,161100,32.531097412109375
263,161600,26.341447830200195
264,162100,33.791500091552734
265,162600,40.94411849975586
266,163100,28.284013748168945
267,163600,32.38230514526367
268,164100,25.666940689086918
269,165100,26.90016365051269
270,165600,27.59629440307617
271,166600,34.1161994934082
272,167600,30.488208770751957
273,168600,32.52933120727539
274,169100,25.108230590820312
275,169600,37.34930419921875
276,170100,33.79826736450195
277,170600,30.24612617492676
278,171100,32.76947021484375
279,171600,31.068342208862305
280,172100,26.409399032592773
281,172600,38.041988372802734
282,173100,31.268449783325195
283,173600,35.42885971069336
284,174100,30.77315330505371
285,174600,30.47078514099121
286,175100,34.59774398803711
287,175600,30.16164970397949
288,176100,31.73200225830078
289,176600,27.201854705810547
290,177100,28.866926193237305
291,177600,35.604209899902344
292,178100,30.985652923583984
293,178600,33.64684295654297
294,179100,33.84830474853516
295,179600,30.84715843200684
296,180100,29.87681579589844
297,180600,26.397279739379883
298,181100,29.467884063720703
299,181600,40.20766067504883
300,182100,31.61856842041016
301,182600,30.0954704284668
302,183100,30.740144729614254
303,183600,34.62101745605469
304,184100,33.51011657714844
305,185100,30.443016052246094
306,185600,28.057992935180664
307,186600,31.46722412109375
308,187100,31.477270126342773
309,187600,30.16408348083496
310,188100,31.95173454284668
311,188600,38.13693618774414
312,189100,29.45576858520508
313,189600,30.07969284057617
314,190600,31.65523147583008
315,191100,31.887548446655277
316,192100,30.469013214111328
317,192600,29.995023727416992
318,193100,29.81629943847656
319,193600,21.202611923217773
320,194100,33.76381301879883
321,195100,26.57798194885254
322,195600,20.35337448120117
323,196100,26.326173782348636
324,196600,24.27001190185547
325,197600,29.849424362182617
326,198100,30.15807342529297
327,198600,26.312652587890625
328,199100,28.47227096557617
329,199600,30.049205780029297
330,200600,32.66473388671875
331,201100,31.8234806060791
332,201600,26.737455368041992
333,202600,31.368127822875977
334,203100,32.32118606567383
335,204100,28.180500030517575
336,205100,33.00325012207031
337,205600,37.977237701416016
338,206100,34.967742919921875
339,207100,33.620304107666016
340,207600,34.36997985839844
341,208100,34.42498016357422
342,209100,25.065378189086918
343,209600,33.59318542480469
344,210100,31.57710075378418
345,210600,41.1404914855957
346,211100,33.69578170776367
347,211600,35.51564025878906
348,212100,40.68965148925781
349,213100,35.86654281616211
350,214100,27.582983016967773
351,215100,24.25012588500977
352,216100,30.780092239379883
353,217600,34.68163299560547
354,218100,27.659725189208984
355,219100,33.062705993652344
356,219600,26.1175537109375
357,220100,29.283260345458984
358,220600,35.26171112060547
359,221100,15.70093822479248
360,222100,30.554044723510746
361,222600,35.90837478637695
362,223100,36.60202026367188
363,223600,29.36609649658203
364,224100,30.82621955871582
365,224600,28.73520278930664
366,225100,34.73573684692383
367,225600,34.45110321044922
368,226100,29.61541175842285
369,226600,32.57672882080078
370,227100,34.037208557128906
371,227600,32.38390350341797
372,228600,37.618011474609375
373,229100,19.52747344970703
374,229600,34.884220123291016
375,230100,31.789661407470703
376,230600,33.263702392578125
377,231100,34.7360954284668
378,231600,34.836891174316406
379,232100,22.76190948486328
380,232600,32.8118896484375
381,233100,33.028648376464844
382,233600,33.88216781616211
383,234100,33.07220458984375
384,234600,32.73857116699219
385,235100,26.832637786865234
386,235600,27.66715812683105
387,236100,32.62266540527344
388,236600,23.837968826293945
389,237100,31.633907318115234
390,237600,35.97646713256836
391,238600,29.682296752929688
392,239100,24.633464813232425
393,241100,37.81105041503906
394,241600,30.005136489868164
395,242100,33.19207763671875
396,242600,24.488624572753903
397,243100,27.80739021301269
398,243600,34.035133361816406
399,244100,30.41304588317871
400,244600,28.880321502685547
401,245600,27.250226974487305
402,246100,30.92784881591797
403,246600,26.41398048400879
404,248100,29.471769332885746
405,248600,26.47479820251465
406,249600,30.638164520263672
407,251100,36.7314338684082
408,251600,24.132381439208984
409,252100,33.259220123291016
410,252600,31.120235443115234
411,253100,33.145347595214844
412,253600,33.89821243286133
413,254100,25.535785675048828
414,254600,30.366840362548828
415,255100,31.02078056335449
416,255600,31.56341552734375
417,256100,32.58662796020508
418,257100,29.626522064208984
419,257600,27.385726928710938
420,258100,31.07998275756836
421,258600,24.58011817932129
422,259100,36.22582244873047
423,259600,27.894533157348636
424,260100,32.918701171875
425,261100,28.274600982666016
426,261600,30.931865692138672
427,262100,30.28776359558105
428,262600,33.65705108642578
429,265600,18.038970947265625
430,266600,34.97791290283203
431,267100,32.36349105834961
432,267600,28.415489196777344
433,268100,32.693115234375
434,268600,24.480701446533203
435,269100,32.04644775390625
436,269600,32.28828430175781
437,270100,32.81719970703125
438,270600,27.30291748046875
439,271100,24.28632926940918
440,271600,34.04200744628906
441,272100,33.9051513671875
442,272600,31.22287368774414
443,273100,33.37491607666016
444,273600,26.17500114440918
445,274100,30.15862464904785
446,274600,32.03533172607422
447,275600,31.121074676513672
448,276100,29.07489585876465
449,276600,31.38297462463379
450,277600,30.72446632385254
451,278100,30.21946907043457
452,278600,18.73004531860352
453,279100,31.04666519165039
454,279600,35.27312469482422
455,280100,36.278297424316406
456,280600,31.89591217041016
457,281100,30.87114715576172
458,281600,28.18011283874512
459,282100,32.29982376098633
460,282600,27.9023551940918
461,283100,33.24948501586914
462,283600,25.30936813354492
463,284100,34.70439910888672
464,284600,27.71138000488281
465,285100,35.43589782714844
466,285600,33.11695098876953
467,286100,27.78731346130371
468,286600,31.984844207763672
469,287100,30.767974853515625
470,288100,30.382997512817383
471,288600,33.00472640991211
472,289100,24.91095352172852
473,289600,27.36836051940918
474,290100,32.43159103393555
475,290600,32.52125549316406
476,291100,34.290409088134766
477,291600,31.37775993347168
478,292100,26.3548641204834
479,292600,31.73072052001953
480,293100,30.58280372619629
481,293600,33.554447174072266
482,294100,33.7152099609375
483,294600,30.42058563232422
484,295600,33.72703552246094
485,296100,30.16561508178711
486,296600,32.15167617797852
487,297600,29.06067657470703
488,298100,34.33905029296875
489,298600,26.668886184692383
490,299100,32.60276412963867
491,299600,28.018028259277344
492,300100,31.67949104309082
493,300600,26.217742919921875
494,301100,38.158348083496094
495,301600,33.44396209716797
496,302100,36.29380035400391
497,302600,37.041778564453125
498,303100,31.464757919311523
499,304100,31.75755500793457
500,305100,33.56804656982422
501,305600,30.352487564086918
502,306100,22.60908508300781
503,307600,31.896669387817383
504,309600,28.536001205444336
505,310100,32.1276741027832
506,310600,30.75960350036621
507,311100,32.65681838989258
508,311600,31.69785499572754
509,312100,25.186487197875977
510,312600,31.76203727722168
511,313100,27.33217430114746
512,314600,32.36532211303711
513,315100,35.261619567871094
514,315600,35.13650894165039
515,316100,31.98005485534668
516,317100,32.601112365722656
517,317600,29.18383407592773
518,318100,32.41411590576172
519,319100,27.6575870513916
520,319600,24.615598678588867
521,320100,30.489086151123047
522,320600,29.320579528808597
523,321100,34.957420349121094
524,321600,32.36555099487305
525,322100,31.341588973999023
526,322600,34.97105026245117
527,323100,31.85991096496582
528,323600,30.651592254638672
529,324100,18.022628784179688
530,324600,27.52535629272461
531,325100,34.88419342041016
532,325600,31.27978134155273
533,326100,33.167625427246094
534,326600,30.851768493652344
535,328100,42.70302200317383
536,328600,34.46133804321289
537,329100,36.59902191162109
538,329600,27.013660430908203
539,330100,34.355201721191406
540,330600,35.04867172241211
541,331100,31.207687377929688
542,331600,30.56510162353516
543,332100,26.755615234375
544,332600,24.663368225097656
545,333100,24.713638305664062
546,333600,28.06711196899414
547,334100,32.28147506713867
548,334600,32.13975143432617
549,335600,29.27814483642578
550,336100,30.9733829498291
551,336600,32.09415054321289
552,337100,31.69271278381348
553,337600,35.10966873168945
554,338100,33.73664093017578
555,338600,26.26898002624512
556,339100,35.82808303833008
557,339600,33.57227325439453
558,340100,34.64579391479492
559,340600,16.269580841064453
560,341100,30.29220962524414
561,341600,31.237449645996094
562,342100,32.08259963989258
563,342600,30.932531356811523
564,343100,35.288272857666016
565,343600,29.449743270874023
566,344100,33.41520690917969
567,344600,34.304405212402344
568,345100,33.62812423706055
569,346100,30.37073516845703
570,347100,37.26946640014648
571,348100,36.24380493164063
572,349600,29.081058502197266
573,350100,30.98003196716309
574,350600,14.088016510009766
575,351100,32.12602996826172
576,351600,25.31977081298828
577,352100,32.70529556274414
578,352600,27.30638313293457
579,353100,23.02080535888672
580,353600,31.425268173217773
581,354100,32.042572021484375
582,354600,31.43262481689453
583,355100,29.532745361328125
584,355600,29.104631423950195
585,357100,29.826366424560547
586,357600,19.597190856933597
587,358100,22.41538429260254
588,359100,33.5389518737793
589,359600,28.54210662841797
590,360100,28.99390411376953
591,360600,31.637113571166992
592,361100,33.08158493041992
593,361600,31.4913387298584
594,362100,32.71745300292969
595,362600,33.27543258666992
596,363100,32.715999603271484
597,364100,26.65028953552246
598,364600,32.573577880859375
599,365100,34.233062744140625
600,365600,32.832523345947266
601,366100,24.21665954589844
602,367100,30.41911506652832
603,367600,31.824785232543945
604,368100,30.783891677856445
605,368600,30.67979431152344
606,369100,30.25365447998047
607,369600,30.82166862487793
608,370100,29.175216674804688
609,370600,25.78598022460937
610,371100,30.51915740966797
611,371600,31.51921272277832
612,372100,23.631650924682617
613,372600,30.146873474121094
614,373100,25.433815002441406
615,373600,34.85337829589844
616,374600,26.88986015319824
617,375100,29.88573837280273
618,375600,31.995513916015625
619,376100,35.15058135986328
620,376600,31.864368438720703
621,377100,31.64683532714844
622,377600,33.550193786621094
623,378100,34.55130386352539
624,379600,24.780723571777344
625,380100,32.89988708496094
626,381100,30.25605773925781
627,381600,30.53715133666992
628,382100,25.346576690673828
629,382600,30.69816017150879
630,383100,30.31476783752441
631,383600,26.737445831298828
632,384600,32.87841796875
633,385100,33.173423767089844
634,385600,34.66994094848633
635,386100,28.94485092163086
636,386600,36.51868438720703
637,387100,30.706438064575195
638,387600,31.39532470703125
639,388100,32.998085021972656
640,389100,33.408058166503906
641,389600,31.24050521850586
642,390100,29.32892227172852
643,390600,38.5985107421875
644,391100,27.10388565063477
645,391600,32.0133171081543
646,392100,32.95762252807617
647,392600,29.27486228942871
648,393100,30.87840461730957
649,393600,28.45146942138672
650,394100,38.01307678222656
651,394600,31.643798828125
652,395100,28.879919052124023
653,395600,32.031639099121094
654,396100,30.05574989318848
655,396600,24.899084091186523
656,397100,29.70526123046875
657,397600,29.82734680175781
658,398100,31.83993148803711
659,398600,33.512306213378906
660,399100,29.01672744750977
661,399600,35.01163864135742
662,400100,35.28943634033203
663,401100,26.26488876342773
664,401600,32.916603088378906
665,402100,31.447528839111328
666,402600,21.81977844238281
667,403100,30.94556427001953
668,403600,32.26237869262695
669,404100,35.436405181884766
670,404600,33.853546142578125
671,405600,32.738975524902344
672,406100,27.533897399902344
673,406600,27.213468551635746
674,407100,24.478479385375977
675,407600,34.798797607421875
676,408100,24.39330291748047
677,409100,31.675434112548828
678,409600,36.3576774597168
679,410100,35.98263168334961
680,410600,27.058088302612305
681,411600,20.507783889770508
682,412100,31.49807357788086
683,412600,39.746700286865234
684,413100,31.37323760986328
685,414100,35.1507568359375
686,414600,29.925745010375977
687,415100,28.99018859863281
688,415600,39.21374130249024
689,416100,29.954978942871094
690,416600,32.11852264404297
691,417100,30.94945335388184
692,417600,31.89340591430664
693,418100,31.447509765625
694,418600,29.521652221679688
695,419100,35.8131217956543
696,419600,35.66939163208008
697,420100,36.7318115234375
698,421100,29.51032447814941
699,421600,30.864450454711918
700,422600,31.2552490234375
701,423100,32.0186767578125
702,423600,32.676795959472656
703,424100,23.236995697021484
704,425100,26.811500549316406
705,425600,30.636388778686523
706,426100,23.54553604125977
707,426600,31.933631896972656
708,427600,35.65222930908203
709,428600,32.7531623840332
710,429600,24.081859588623047
711,430100,35.78438949584961
712,430600,30.752819061279297
713,431100,28.63096046447754
714,431600,33.83038330078125
715,433600,32.76310348510742
716,434100,31.56482315063477
717,434600,31.26913833618164
718,435100,36.24439239501953
719,435600,32.03529357910156
720,436600,35.452362060546875
721,437100,26.224464416503903
722,437600,32.18479919433594
723,438100,31.14779663085937
724,438600,30.9375114440918
725,439100,31.09200668334961
726,439600,31.40727806091309
727,440100,32.221580505371094
728,440600,29.359643936157227
729,441100,31.023120880126957
730,442100,33.86845779418945
731,442600,29.817237854003903
732,443100,29.236373901367188
733,443600,31.53937530517578
734,444100,32.9471321105957
735,444600,34.14906311035156
736,445100,31.77137756347656
737,445600,31.18743896484375
738,446100,33.621036529541016
739,446600,37.41265106201172
740,447100,33.31919479370117
741,447600,27.43760108947754
742,448100,28.83379364013672
743,448600,23.101226806640625
744,449100,31.311182022094727
745,449600,38.88822555541992
746,450100,33.69203186035156
747,451100,31.172752380371094
748,451600,31.35887718200684
749,452100,30.474817276000977
750,452600,30.26715850830078
751,453100,32.56946563720703
752,453600,39.77811050415039
753,454100,30.725400924682617
754,454600,29.58592796325684
755,455100,30.208953857421875
756,455600,29.363155364990234
757,456100,31.230005264282227
758,456600,32.65577697753906
759,457600,34.35242462158203
760,458100,20.775352478027344
761,458600,26.927270889282227
762,459100,29.734539031982425
763,460100,31.521392822265625
764,460600,26.346338272094727
765,461100,33.026119232177734
766,461600,30.115402221679688
767,462100,32.7155876159668
768,462600,28.97715187072754
769,463600,30.154409408569336
770,464100,26.80280303955078
771,465100,34.20683288574219
772,465600,30.71639633178711
773,466100,35.689796447753906
774,466600,30.79231071472168
775,467100,33.70255661010742
776,467600,27.63156509399414
777,468600,27.82170867919922
778,469600,27.9506778717041
779,470600,31.688156127929688
780,471100,30.069765090942383
781,471600,21.637067794799805
782,472100,31.69981002807617
783,472600,33.27006530761719
784,473600,30.51620483398437
785,474100,26.28719139099121
786,474600,30.48050308227539
787,475600,30.05622673034668
788,476100,28.211822509765625
789,476600,32.79088592529297
790,477100,34.90234375
791,478100,30.73523330688477
792,478600,25.49532890319824
793,479100,31.946029663085938
794,479600,30.91392135620117
795,480100,30.77664375305176
796,480600,34.2731819152832
797,481100,28.886934280395508
798,481600,29.80227851867676
799,482100,21.989805221557617
800,482600,33.3308219909668
801,483100,31.67847442626953
802,483600,35.32282257080078
803,484600,31.382173538208008
804,485600,36.12948226928711
805,486100,33.39872741699219
806,487100,32.082664489746094
807,487600,35.93505096435547
808,488100,32.82611083984375
809,488600,32.03757858276367
810,489100,31.219240188598636
811,489600,33.83904266357422
812,490100,24.62114524841309
813,490600,32.35744094848633
814,491100,31.185623168945312
815,491600,32.60158920288086
816,492100,31.616548538208008
817,492600,29.05158042907715
818,493600,33.50490188598633
819,494100,31.321535110473636
820,494600,34.232994079589844
821,495100,28.922792434692383
822,495600,26.81070327758789
823,496100,32.412540435791016
824,497100,34.372257232666016
825,498100,28.51615524291992
826,498600,27.47221946716309
827,499600,34.48895263671875
828,500100,28.458187103271484
829,500600,22.966386795043945
830,501100,38.05168914794922
831,501600,22.33697509765625
832,502100,35.12029266357422
833,502600,30.158105850219727
834,503600,32.462772369384766
835,504100,25.65143775939941
836,504600,34.64292907714844
837,505600,31.86177635192871
838,506100,34.04190826416016
839,506600,32.44183349609375
840,507100,26.97554588317871
841,508100,30.00675201416016
842,508600,26.47309684753418
843,509100,27.436128616333008
844,509600,26.15003204345703
845,510600,30.513227462768555
846,511100,29.14550018310547
847,511600,30.57445907592773
848,512100,36.227783203125
849,512600,33.511940002441406
850,513100,25.551145553588867
851,513600,31.29844284057617
852,514600,28.95667266845703
853,515100,34.19182205200195
854,515600,32.04410934448242
855,516100,25.39065170288086
856,516600,30.80813217163086
857,517100,33.4818000793457
858,517600,31.722949981689453
859,518100,35.99314498901367
860,518600,35.68643569946289
861,519100,35.67839813232422
862,519600,32.451053619384766
863,520100,32.49320602416992
864,520600,30.670270919799805
865,521100,32.09926986694336
866,521600,26.04717063903809
867,522100,31.060659408569336
868,522600,28.99922180175781
869,523600,30.50192070007324
870,524100,32.312225341796875
871,524600,27.328950881958008
872,525100,32.40776443481445
873,525600,34.287010192871094
874,526100,36.0921516418457
875,527100,30.648820877075195
876,527600,35.56704330444336
877,528100,34.939414978027344
878,528600,33.84210968017578
879,529100,36.47283172607422
880,531100,34.010894775390625
881,531600,33.35200881958008
882,532100,25.21406364440918
883,532600,34.07316207885742
884,533100,31.31660270690918
885,533600,32.284759521484375
886,534100,38.713645935058594
887,534600,33.52861785888672
888,535100,29.831850051879883
889,535600,33.47740936279297
890,536100,28.60638427734375
891,536600,31.23106575012207
892,537100,26.16524124145508
893,537600,31.554218292236328
894,538100,35.3424072265625
895,538600,30.406436920166016
896,539100,31.028186798095703
897,539600,29.074338912963867
898,540100,29.55928421020508
899,540600,31.79244613647461
900,541100,28.92889976501465
901,541600,32.24549102783203
902,542100,31.66290283203125
903,542600,37.47377014160156
904,543100,32.59937286376953
905,544100,26.31647491455078
906,545100,29.90953063964844
907,545600,34.51842498779297
908,546100,30.03926658630371
909,546600,31.815332412719727
910,547100,34.46440124511719
911,548100,34.804664611816406
912,549100,34.125186920166016
913,549600,30.87495803833008
914,550100,30.69984245300293
915,550600,35.87007522583008
916,551600,32.40613555908203
917,552100,27.17732810974121
918,552600,27.397781372070312
919,553100,32.43219757080078
920,553600,35.098854064941406
921,554600,31.33469009399414
922,555100,31.23713493347168
923,555600,36.5819206237793
924,556100,33.76478576660156
925,557100,33.315032958984375
926,557600,33.167667388916016
927,558100,27.74496078491211
928,559600,34.687744140625
929,560100,20.777130126953125
930,560600,33.61622619628906
931,561100,32.188968658447266
932,561600,35.376502990722656
933,562100,30.317657470703125
934,562600,30.880340576171875
935,563100,32.7164421081543
936,563600,30.81981468200684
937,564100,30.009620666503903
938,564600,29.657012939453125
939,565100,29.51300048828125
940,565600,33.33053207397461
941,566600,30.073780059814453
942,567100,31.512731552124023
943,567600,33.24296569824219
944,568600,25.29722785949707
945,569100,26.86979103088379
946,569600,30.83709716796875
947,570100,27.083646774291992
948,570600,34.70185470581055
949,571100,32.5621223449707
950,571600,35.93132781982422
951,572100,34.04518127441406
952,572600,33.19035720825195
953,573100,35.21788024902344
954,573600,31.60110664367676
955,574600,33.20820617675781
956,575100,31.39349174499512
957,575600,30.282869338989254
958,576100,30.12360382080078
959,576600,35.68621063232422
960,577100,33.37973403930664
961,577600,35.16002655029297
962,578100,32.88077163696289
963,578600,24.742212295532227
964,579100,34.46989059448242
965,579600,31.22710609436035
966,580100,33.78451919555664
967,580600,28.144306182861328
968,581100,26.49235725402832
969,582100,29.25340461730957
970,582600,34.78923416137695
971,583100,32.305267333984375
972,583600,30.697736740112305
973,584100,32.44381332397461
974,584600,26.562503814697266
975,585100,33.18412780761719
976,587100,33.88198471069336
977,587600,29.4581241607666
978,588100,25.06513977050781
979,588600,33.18891143798828
980,589600,27.647499084472656
981,590100,31.63125228881836
982,590600,27.194833755493164
983,591100,31.232839584350582
984,591600,34.882774353027344
985,592600,30.57059097290039
986,593100,28.883752822875977
987,593600,29.627168655395508
988,594100,33.373497009277344
989,594600,28.81396484375
990,595100,32.97462463378906
991,595600,32.644317626953125
992,596100,33.62970733642578
993,596600,30.103275299072266
994,597100,32.822265625
995,597600,30.86651039123535
996,598100,34.113311767578125
997,598600,34.44389343261719
998,599100,30.351104736328125
999,599600,20.789379119873047
